,prev,next
3797,항생제는 1928년에 발명되었다. 그런데,"그 뒤에, 여러 단계들을 거쳐서, 현재 세균에 의한 질병에 대한 해결 방안들 중의 하나로 주목을 받고 있다."
3798,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"이렇게 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었던 이후에, 플레밍은 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3799,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"이렇게 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었던 이후에, 그는 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3800,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"이 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었던 이후에, 플레밍은 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3801,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"이 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었던 이후에, 그는 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3802,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었던 이후에, 플레밍은 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3803,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었던 이후에, 그는 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3804,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"이후에, 플레밍은 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3805,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"이후에, 그는 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3806,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"그 뒤에, 플레밍은 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3807,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"그 뒤에, 그는 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다."
3808,항생제는 1928년에 플레밍에 의하여 발명되었다. 그런데,"이렇게 1928년에 플레밍에 의하여 발명되었던 이후에, 1942년 왁스먼에 의하여 항생제라는 이름이 지어졌다."
3809,항생제는 1928년에 플레밍에 의하여 발명되었다. 그런데,"이 1928년에 플레밍에 의하여 발명되었던 이후에, 1942년 왁스먼에 의하여 항생제라는 이름이 지어졌다."
3810,항생제는 1928년에 플레밍에 의하여 발명되었다. 그런데,"1928년에 플레밍에 의하여 발명되었던 이후에, 1942년 왁스먼에 의하여 항생제라는 이름이 지어졌다."
3811,항생제는 1928년에 플레밍에 의하여 발명되었다. 그런데,"이후에, 1942년 왁스먼에 의하여 항생제라는 이름이 지어졌다."
3812,항생제는 1928년에 플레밍에 의하여 발명되었다. 그런데,"그 뒤에, 1942년 왁스먼에 의하여 항생제라는 이름이 지어졌다."
3813,왁스먼에 의하여 1950년대 초반 스트렙토마이신이 발견되었다. 그런데,"이렇게 1950년대 초반 스트렙토마이신이 발견되었던 이후에, 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다."
3814,왁스먼에 의하여 1950년대 초반 스트렙토마이신이 발견되었다. 그런데,"이 1950년대 초반 스트렙토마이신이 발견되었던 이후에, 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다."
3815,왁스먼에 의하여 1950년대 초반 스트렙토마이신이 발견되었다. 그런데,"1950년대 초반 스트렙토마이신이 발견되었던 이후에, 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다."
3816,왁스먼에 의하여 1950년대 초반 스트렙토마이신이 발견되었다. 그런데,"이후에, 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다."
3817,왁스먼에 의하여 1950년대 초반 스트렙토마이신이 발견되었다. 그런데,"그 뒤에, 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다."
3818,인류는 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다. 그런데,"이렇게 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었던 이후에, 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다."
3819,인류는 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다. 그런데,"이 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었던 이후에, 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다."
3820,인류는 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다. 그런데,"방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었던 이후에, 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다."
3821,인류는 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다. 그런데,"이후에, 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다."
3822,인류는 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다. 그런데,"그 뒤에, 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다."
3823,여러 과학자들에 의하여 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다. 그런데,"이렇게 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었던 이후에, 발견된 항생 물질들을 토대로 하여 다양한 항생제들이 제조되었다."
3824,여러 과학자들에 의하여 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다. 그런데,"이 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었던 이후에, 발견된 항생 물질들을 토대로 하여 다양한 항생제들이 제조되었다."
3825,여러 과학자들에 의하여 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다. 그런데,"여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었던 이후에, 발견된 항생 물질들을 토대로 하여 다양한 항생제들이 제조되었다."
3826,여러 과학자들에 의하여 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다. 그런데,"이후에, 발견된 항생 물질들을 토대로 하여 다양한 항생제들이 제조되었다."
3827,여러 과학자들에 의하여 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다. 그런데,"그 뒤에, 발견된 항생 물질들을 토대로 하여 다양한 항생제들이 제조되었다."
3828,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"이후에, 플레밍은 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다. 그런데 이후에, 왁스먼에 의하여 1942년 항생제라는 이름이 지어졌다. 그런데 이후에, 왁스먼에 의하여 1950년대 초반 스트렙토마이신이 발견되었다. 그런데 이후에, 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다. 그런데 이후에, 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다. 그런데 이후에, 발견된 항생 물질들을 토대로 하여 다양한 항생제들이 제조되었다."
3829,플레밍은 세균의 증식과 억제에 대한 자료들을 토대로 하여 마침내 푸른곰팡이가 포도상 구균의 성장을 막고 있다는 결론을 내리게 되었다. 그런데,"그 뒤에, 플레밍은 푸른곰팡이로부터 페니실린이라는 최초의 항생제를 발명해 냈다. 그런데 그 뒤에, 왁스먼에 의하여 1942년 항생제라는 이름이 지어졌다. 그런데 그 뒤에, 왁스먼에 의하여 1950년대 초반 스트렙토마이신이 발견되었다. 그 뒤에, 방선균으로부터 현재 널리 사용되는 항생 물질들을 얻게 되었다. 그런데 그 뒤에, 여러 분야에서 세균에 의한 질병들을 치료하기 위한 항생 물질을 발견하는 연구들이 진행되었다. 그런데 그 뒤에, 발견된 항생 물질들을 토대로 하여 다양한 항생제들이 제조되었다."
3830,생물학은 1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였다. 그런데,"이렇게 1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였던 이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3831,생물학은 1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였다. 그런데,"이 1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였던 이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3832,생물학은 1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였다. 그런데,"1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였던 이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3833,생물학은 1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였다. 그런데,"이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3834,생물학은 1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 라틴어로 처음 등장하였다. 그런데,"그 뒤에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3835,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"이렇게 생물학이 라틴어로 처음 등장하였던 이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3836,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"이 생물학이 라틴어로 처음 등장하였던 이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3837,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"생물학이 라틴어로 처음 등장하였던 이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3838,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"이후에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3839,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"그 뒤에, 18세기 말부터 19세기 초까지 여러 학자들이 생물학을 현대적인 의미에서 사용하였다."
3840,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"이렇게 생물학이 라틴어로 처음 등장하였던 이후에, 현대적인 의미에서 생물학이라는 용어는 1799년에 영국의 의사이자 과학 작가인 베도스, 1800년에 독일의 생리학자인 부르다흐, 1802년에 독일의 박물학자인 트레비라누스, 1802년에 프랑스의 박물학자이자 진화론자인 라마르크에 의해서 각각 독자적으로 도입된 것으로 보인다."
3841,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"이 생물학이 라틴어로 처음 등장하였던 이후에, 현대적인 의미에서 생물학이라는 용어는 1799년에 영국의 의사이자 과학 작가인 베도스, 1800년에 독일의 생리학자인 부르다흐, 1802년에 독일의 박물학자인 트레비라누스, 1802년에 프랑스의 박물학자이자 진화론자인 라마르크에 의해서 각각 독자적으로 도입된 것으로 보인다."
3842,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"생물학이 라틴어로 처음 등장하였던 이후에, 현대적인 의미에서 생물학이라는 용어는 1799년에 영국의 의사이자 과학 작가인 베도스, 1800년에 독일의 생리학자인 부르다흐, 1802년에 독일의 박물학자인 트레비라누스, 1802년에 프랑스의 박물학자이자 진화론자인 라마르크에 의해서 각각 독자적으로 도입된 것으로 보인다."
3843,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"이후에, 현대적인 의미에서 생물학이라는 용어는 1799년에 영국의 의사이자 과학 작가인 베도스, 1800년에 독일의 생리학자인 부르다흐, 1802년에 독일의 박물학자인 트레비라누스, 1802년에 프랑스의 박물학자이자 진화론자인 라마르크에 의해서 각각 독자적으로 도입된 것으로 보인다."
3844,1736년에 스웨덴의 식물학자 린네가 식물 전집에서 사용하면서 생물학이 라틴어로 처음 등장하였다. 그런데,"그 뒤에, 현대적인 의미에서 생물학이라는 용어는 1799년에 영국의 의사이자 과학 작가인 베도스, 1800년에 독일의 생리학자인 부르다흐, 1802년에 독일의 박물학자인 트레비라누스, 1802년에 프랑스의 박물학자이자 진화론자인 라마르크에 의해서 각각 독자적으로 도입된 것으로 보인다."
3845,18세기 말부터 19세기 초까지 여러 학자들은 생물학을 현대적인 의미에서 사용하였다. 그런데,"이렇게 생물학을 현대적인 의미에서 사용하였던 이후에, 생물학은 여러 단계들을 거쳐 현재 인류의 미래를 책임질 학문들 중의 하나로 간주되고 있다."
3846,18세기 말부터 19세기 초까지 여러 학자들은 생물학을 현대적인 의미에서 사용하였다. 그런데,"이 생물학을 현대적인 의미에서 사용하였던 이후에, 생물학은 여러 단계들을 거쳐 현재 인류의 미래를 책임질 학문들 중의 하나로 간주되고 있다."
3847,18세기 말부터 19세기 초까지 여러 학자들은 생물학을 현대적인 의미에서 사용하였다. 그런데,"생물학을 현대적인 의미에서 사용하였던 이후에, 생물학은 여러 단계들을 거쳐 현재 인류의 미래를 책임질 학문들 중의 하나로 간주되고 있다."
3848,18세기 말부터 19세기 초까지 여러 학자들은 생물학을 현대적인 의미에서 사용하였다. 그런데,"이후에, 생물학은 여러 단계들을 거쳐 현재 인류의 미래를 책임질 학문들 중의 하나로 간주되고 있다."
3849,18세기 말부터 19세기 초까지 여러 학자들은 생물학을 현대적인 의미에서 사용하였다. 그런데,"그 뒤에, 생물학은 여러 단계들을 거쳐 현재 인류의 미래를 책임질 학문들 중의 하나로 간주되고 있다."
3850,생물학은 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였다. 그런데,"이렇게 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였던 이후에, 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다."
3851,생물학은 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였다. 그런데,"이 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였던 이후에, 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다."
3852,생물학은 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였다. 그런데,"동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였던 이후에, 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다."
3853,생물학은 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였다. 그런데,"이후에, 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다."
3854,생물학은 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였다. 그런데,"그 뒤에, 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다."
3855,생물학은 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다. 그런데,"이렇게 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였던 이후에, 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다."
3856,생물학은 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다. 그런데,"이 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였던 이후에, 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다."
3857,생물학은 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다. 그런데,"생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였던 이후에, 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다."
3858,생물학은 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다. 그런데,"이후에, 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다."
3859,생물학은 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다. 그런데,"그 뒤에, 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다."
3860,생물학은 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다. 그런데,"이렇게 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였던 이후에, 생물학은 17세기에 학문적인 면모를 갖추게 되었다."
3861,생물학은 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다. 그런데,"이 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였던 이후에, 생물학은 17세기에 학문적인 면모를 갖추게 되었다."
3862,생물학은 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다. 그런데,"16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였던 이후에, 생물학은 17세기에 학문적인 면모를 갖추게 되었다."
3863,생물학은 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다. 그런데,"이후에, 생물학은 17세기에 학문적인 면모를 갖추게 되었다."
3864,생물학은 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다. 그런데,"그 뒤에, 생물학은 17세기에 학문적인 면모를 갖추게 되었다."
3865,생물학은 17세기에 학문적인 면모를 갖추게 되었다. 그런데,"이렇게 17세기에 학문적인 면모를 갖추게 되었던 이후에, 19세기에 여러 가지 의미 있는 성과들을 거두었다."
3866,생물학은 17세기에 학문적인 면모를 갖추게 되었다. 그런데,"이 17세기에 학문적인 면모를 갖추게 되었던 이후에, 19세기에 여러 가지 의미 있는 성과들을 거두었다."
3867,생물학은 17세기에 학문적인 면모를 갖추게 되었다. 그런데,"17세기에 학문적인 면모를 갖추게 되었던 이후에, 19세기에 여러 가지 의미 있는 성과들을 거두었다."
3868,생물학은 17세기에 학문적인 면모를 갖추게 되었다. 그런데,"이후에, 19세기에 여러 가지 의미 있는 성과들을 거두었다."
3869,생물학은 17세기에 학문적인 면모를 갖추게 되었다. 그런데,"그 뒤에, 19세기에 여러 가지 의미 있는 성과들을 거두었다."
3870,생물학은 19세기에 여러 가지 의미 있는 성과들을 거두었다. 그런데,"이렇게 19세기에 여러 가지 의미 있는 성과들을 거두었던 이후에, 20세기에 현대적인 의미의 생물학으로 발전하였다."
3871,생물학은 19세기에 여러 가지 의미 있는 성과들을 거두었다. 그런데,"이 19세기에 여러 가지 의미 있는 성과들을 거두었던 이후에, 20세기에 현대적인 의미의 생물학으로 발전하였다."
3872,생물학은 19세기에 여러 가지 의미 있는 성과들을 거두었다. 그런데,"19세기에 여러 가지 의미 있는 성과들을 거두었던 이후에, 20세기에 현대적인 의미의 생물학으로 발전하였다."
3873,생물학은 19세기에 여러 가지 의미 있는 성과들을 거두었다. 그런데,"이후에, 20세기에 현대적인 의미의 생물학으로 발전하였다."
3874,생물학은 19세기에 여러 가지 의미 있는 성과들을 거두었다. 그런데,"그 뒤에, 20세기에 현대적인 의미의 생물학으로 발전하였다."
3875,생물학은 20세기에 현대적인 의미의 생물학으로 발전하였다. 그런데,"이렇게 20세기에 현대적인 의미의 생물학으로 발전하였던 이후에, 21세기에 가장 중요한 분야들 중의 하나로 주목을 받고 있다."
3876,생물학은 20세기에 현대적인 의미의 생물학으로 발전하였다. 그런데,"이 20세기에 현대적인 의미의 생물학으로 발전하였던 이후에, 21세기에 가장 중요한 분야들 중의 하나로 주목을 받고 있다."
3877,생물학은 20세기에 현대적인 의미의 생물학으로 발전하였다. 그런데,"20세기에 현대적인 의미의 생물학으로 발전하였던 이후에, 21세기에 가장 중요한 분야들 중의 하나로 주목을 받고 있다."
3878,생물학은 20세기에 현대적인 의미의 생물학으로 발전하였다. 그런데,"이후에, 21세기에 가장 중요한 분야들 중의 하나로 주목을 받고 있다."
3879,생물학은 20세기에 현대적인 의미의 생물학으로 발전하였다. 그런데,"그 뒤에, 21세기에 가장 중요한 분야들 중의 하나로 주목을 받고 있다."
3880,생물학은 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였다. 그런데,"이후에, 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다. 그런데 이후에, 생물학은 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다. 그런데 이후에, 생물학은 17세기에 학문적인 면모를 갖추게 되었다. 그런데 이후에, 19세기에 여러 가지 의미 있는 성과들을 거두었다. 그런데 이후에, 20세기에 현대적인 의미의 생물학으로 발전하였다. 그런데 이후에, 21세기에 가장 중요한 분야들 중의 하나로 주목을 받고 있다."
3881,생물학은 동식물 및 광물의 기재와 연구를 위주로 하는 박물학으로 출발하였다. 그런데,"그 뒤에, 생명 현상의 과학적 연구라는 관념 확립과 함께 점차 독자적인 영역으로 분화하여 독립하였다. 그런데 그 뒤에, 생물학은 16세기경으로부터 동식물의 기재 및 해부학적 연구를 중심으로 근세적인 생물학의 의미를 가지면서 발달하기 시작하였다. 그런데 이후에, 생물학은 17세기에 학문적인 면모를 갖추게 되었다. 그런데 그 뒤에, 19세기에 여러 가지 의미 있는 성과들을 거두었다. 그런데 그 뒤에, 20세기에 현대적인 의미의 생물학으로 발전하였다. 그런데 그 뒤에, 21세기에 가장 중요한 분야들 중의 하나로 주목을 받고 있다."
3882,고대에 중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었다. 그런데,"이렇게 중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었던 이후에, 고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다."
3883,고대에 중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었다. 그런데,"이 중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었던 이후에, 고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다."
3884,고대에 중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었다. 그런데,"중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었던 이후에, 고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다."
3885,고대에 중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었다. 그런데,"이후에, 고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다."
3886,고대에 중국과의 접촉으로 말미암아 한자어가 순수한 고유어 속에 침투되었다. 그런데,"그 뒤에, 고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다."
3887,고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다. 그런데,"이렇게 한자어가 순수한 고유어 속에 깊숙이 침투되었던 이후에, 15세기 중엽 독창적인 고유의 문자인 훈민정음을 창제하였음에도 불구하고 한자어의 침투는 계속되었다."
3888,고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다. 그런데,"이 한자어가 순수한 고유어 속에 깊숙이 침투되었던 이후에, 15세기 중엽 독창적인 고유의 문자인 훈민정음을 창제하였음에도 불구하고 한자어의 침투는 계속되었다."
3889,고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다. 그런데,"한자어가 순수한 고유어 속에 깊숙이 침투되었던 이후에, 15세기 중엽 독창적인 고유의 문자인 훈민정음을 창제하였음에도 불구하고 한자어의 침투는 계속되었다."
3890,고구려 · 백제 · 신라의 삼국 시대에 한문이 삼국 문자 생활의 기반이 되면서 한자어는 순수한 고유어 속에 깊숙이 침투되었다. 그런데,"이후에, 15세기 중엽 독창적인 고유의 문자인 훈민정음을 창제하였음에도 불구하고 한자어의 침투는 계속되었다."
